,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 朝阳区 望京,睿知博祥,,,,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20161028/d576e53979960ac6e9e6a943a830668f7bef219b820389aa0767dbf7166b8f7e_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRD,丁先生,25-50K,数据挖掘
1,北京 海淀区 西北旺,百度在线,10000人以上,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190807/1d82541d9efafc622c7813709fd6aa88a1cdfb7ba59e7ae87ab65a8aad2ba749_s.jpg?x-oss-process=image/resize,w_40,limit_0",recruiter,刘女士,15-30K,IoT行业云智能交通数据挖掘高级工程师
2,北京 海淀区 知春路,智融集团,100-499人,C轮,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20161101/8aa7c2c24204d37e55db5a97cb3b620c8c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,王女士,25-45K,高级数据挖掘工程师
3,北京 大兴区 亦庄,京东集团,10000人以上,已上市,电子商务,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",数据挖掘工程师,罗先生,25-45K,数据挖掘算法工程师
4,北京 海淀区 马连洼,中交兴路,1000-9999人,A轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180424/839b12fb9c3830412bdede1a7454f3861bb57e83ff3ab6a041a43c5a67c7cbb0_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,李女士,15-25K·15薪,数据挖掘工程师
5,北京 海淀区 西北旺,百度,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_8.png?x-oss-process=image/resize,w_40,limit_0",资深研发工程师,董先生,15-30K,数据挖掘
6,北京 海淀区 西北旺,滴滴,1000-9999人,D轮及以上,移动互联网,本科,1-3年,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",引擎算法负责人,闫先生,20-40K,数据挖掘
7,北京 海淀区 西北旺,百度,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",技术经理,孙先生,25-50K,数据挖掘与分析工程师
8,北京 朝阳区 小营,金信网银,20-99人,不需要融资,咨询,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170628/eaa67166a80cdd7d06415c8cbe26d49f2ee45dd3d24cb2cdda610d0ce506e4bd_s.jpg?x-oss-process=image/resize,w_40,limit_0",数据科学部经理,石先生,7-12K,数据挖掘工程师
9,北京 大兴区 亦庄,京东集团,10000人以上,已上市,电子商务,硕士,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",数据挖掘工程师,罗先生,30-60K,风控高级数据挖掘工程师
10,北京 海淀区 西北旺,百度,10000人以上,已上市,互联网,硕士,经验不限,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",技术经理,孙先生,2-4K,数据挖掘与分析实习生
11,北京 海淀区 马连洼,百度,10000人以上,已上市,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190419/58e6c2ef31e65ea007ce059816d6b52d186532f8f4bebd908b00355ff3da804f_s.jpg?x-oss-process=image/resize,w_40,limit_0",经理,崔先生,20-40K,高级数据挖掘/机器学习工程师
12,北京 朝阳区 望京,高德地图,1000-9999人,已上市,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20171124/3b64ff59696a7c3a902a67e3aa384dbe6a1b6d89323b3b86934e3d5b525c74ba_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,刘先生,30-60K,数据挖掘专家
13,北京 朝阳区 望京,北京尚德机构,10000人以上,已上市,在线教育,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20171219/fadb259fa2cf8a76ed6e4190edb882690abdab8fb9ce6565e11f260f6163166f_s.jpg?x-oss-process=image/resize,w_40,limit_0",数据分析经理,张女士,15-25K,数据挖掘
