,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 海淀区 中关村,海洋环球,10000人以上,不需要融资,咨询,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180417/0f9a3a704ca01e6c0a701043be0d4776c95be4ee1587a95a0837279c0fe6fd06_s.jpg?x-oss-process=image/resize,w_40,limit_0",产品经理,汪先生,15-30K,Java(兼职)
1,北京 海淀区 上地,快手,1000-9999人,D轮及以上,社交网络,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20161206/6b6d923fcf7d4f66db76acf3f92ccefe3c0e2ec91455aa52c75c4954e84cf326_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,张女士,20-40K,Java
2,北京 朝阳区 望京,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_13.png?x-oss-process=image/resize,w_40,limit_0",java研发,杨先生,18-28K,Java研发
3,北京 海淀区 双榆树,好未来,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180730/8b6148d08965356e6f3269101425a196cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,罗先生,20-30K,Java
4,北京  ,信云领创,0-20人,不需要融资,数据服务,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_3.png?x-oss-process=image/resize,w_40,limit_0",人事经理,吴女士,15-25K,Java
5,北京 海淀区 西三旗,软通动力,10000人以上,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190702/0e879637022f7e50a2e4eef817e32ee7cdc0fe145ca4ae45657bf617c5e6d3a0_s.png?x-oss-process=image/resize,w_40,limit_0",招聘顾问,操女士,13-18K,java（银行项目）
6,北京 海淀区 西北旺,北京瑞友科技,1000-9999人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180422/9d1bd7cff0b4d9d0302637b9576fd6aa38fec3928f0e272196916ab2519edfbd_s.jpg?x-oss-process=image/resize,w_40,limit_0",中人力HR,侯女士,13-25K,java
7,北京 海淀区 西北旺,联想利泰,1000-9999人,已上市,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190725/f7de4273113d7e1a587a94bea039960b08e3904f15c347482a9f136dce48b868_s.jpg?x-oss-process=image/resize,w_40,limit_0",人事专员,高女士,16-21K,Java
8,北京 朝阳区 望京,天猫,1000-9999人,已上市,互联网,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",招聘者,刘先生,25-45K·16薪,Java
9,北京 昌平区 小汤山,中电启明星,1000-9999人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180614/a89232656b883f732918bcb7522ac7233067f98452f9a37a98340eaf368907af_s.jpg?x-oss-process=image/resize,w_40,limit_0",部门主管,万先生,8-15K,Java
