,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 海淀区 中关村,旷视MEGVII,1000-9999人,C轮,计算机服务,本科,3-5年,"https://img2.bosszhipin.com/mcs/useravatar/20160125/1a3e928d6200ba06a4fea101bfc235b38c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",Recruiter,王先生,15-20K·14薪,后端开发工程师（技术支持方向）
1,北京 朝阳区 望京,觉非科技,20-99人,A轮,移动互联网,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_12.png?x-oss-process=image/resize,w_40,limit_0",招聘者,王女士,15-30K,C++后端开发工程师
2,北京 大兴区 亦庄,富士康,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170224/6b810b234a4b8f07940a109610cde8168c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",软件开发经理,王先生,15-30K·13薪,后端开发工程师
3,北京 海淀区 学院路,独到科技,20-99人,B轮,数据服务,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_8.png?x-oss-process=image/resize,w_40,limit_0",CEO,张先生,12-18K,后端开发工程师
4,北京 海淀区 牡丹园,小年糕,100-499人,C轮,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180727/5d1c7ef79ed31b643156323ec850231cf1fea221031282bbdf2ce0fdd8bc8e21_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,李先生,20-40K,高级后端开发工程师
5,北京 海淀区 牡丹园,小年糕,100-499人,C轮,移动互联网,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190507/5c93dc6798d90313487226ba6b66594ecfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",人事专员,王女士,25-50K·14薪,高级/资深后端开发工程师
6,北京 海淀区 双榆树,今日头条,10000人以上,D轮及以上,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170209/82cde18d1050af7a7e54c6d5c87e79398c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,华女士,25-50K·15薪,高级后端开发工程师
7,北京 海淀区 知春路,SmartX,20-99人,B轮,企业服务,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180301/81608c47ea4052e7d0dcc0b4f9d60301a4cdf14f8389782fb7cd592fc2cb3e2d_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,陈女士,20-40K,高级后端开发工程师
8,北京 海淀区 中关村,地平线,1000-9999人,B轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180925/4ca7828a1ffa786785e6e6c68a636d3825bc7bd529717692001adad8264d00ca_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,姜女士,20-35K,PHP后端开发工程师
9,北京 海淀区 牡丹园,小年糕,100-499人,C轮,移动互联网,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",联合创始人,周先生,25-40K,高级后端开发工程师
