,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 朝阳区 高碑店,迪思公关,500-999人,已上市,广告/公关/会展,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20171227/babf68d456e9d0d8df8eb11322a5006a74f3e6692991865a927c4761387ccabe_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,刘女士,10-20K,后端开发工程师
1,北京 海淀区 清河,纳恩博,1000-9999人,C轮,智能硬件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181219/7570aa1fad7263e19e4e2f02df16bbeacfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,徐女士,20-40K,Java后端开发中高级工程师
2,北京 西城区 西单,汉光,20-99人,不需要融资,电子商务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190516/bedada19ae9ae528cf265cf24e710d1720be7354ee68d0f5dc1a47fad1c80a23_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级后台开发工程师,刘女士,15-25K,后端开发工程师
3,北京 朝阳区 望京,云校,1000-9999人,D轮及以上,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190619/8cdb0bca8712424a0cb3d1109d0160152c6bfa1cf801c378d835faab705a56ad_s.png?x-oss-process=image/resize,w_40,limit_0",HR,关女士,20-40K,后端开发工程师
4,北京 海淀区 清河,赛格威机器人,1000-9999人,C轮,智能硬件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180317/b18ce398056a39c794789c465bd6f504eda887d4fc1da9f6889bfe8a6cc964f3_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,付女士,20-35K,（Java）后端开发工程师
5,北京 西城区 新街口,柏链教育,20-99人,天使轮,在线教育,大专,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180113/7c9e14b13843dcb36c65b5d045b25ad7e67b63ca954d2643a2aa81efc1d8af22_s.jpg?x-oss-process=image/resize,w_40,limit_0",COO,范先生,12-16K,后端开发工程师
6,北京 海淀区 中关村,旷视MEGVII,1000-9999人,C轮,计算机服务,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170921/560283109d27f4164135850cfd159c8e5f69551ae586f8c251da77f191fb96ef_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,贾女士,20-40K,后端开发工程师
7,北京  ,风暴迅达,20-99人,B轮,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",经理,刘先生,12-18K,Java后端开发
8,北京 海淀区 五棵松,中国航天科工,10000人以上,未融资,其他行业,硕士,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_11.png?x-oss-process=image/resize,w_40,limit_0",人事,张女士,10-15K,后端开发工程师
9,北京 海淀区 牡丹园,小年糕,100-499人,C轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180322/c8a1a9b195cb49a1fbe5fefeb70be05ce7fccf6643c46ee140179574e76d009f_s.jpg?x-oss-process=image/resize,w_40,limit_0",COO,李先生,25-50K,高级后端开发工程师
10,北京 海淀区 海淀北部新区,天地通,100-499人,不需要融资,通信/网络设备,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",人事总监,张先生,10-15K,后端开发工程师
11,北京 海淀区 大钟寺,凯辉,20-99人,A轮,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190422/dfb9cd0dc50a82006abd112de3e3c207f874595267f776fe97386b5056de83c9_s.png?x-oss-process=image/resize,w_40,limit_0",总经理,汤先生,8-13K,Java后端开发
12,北京 海淀区 中关村,依图,1000-9999人,C轮,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170822/9709cdae9b9fd9bd1c9567fcb683d119fb82529a8f3e37691c78e9630ca0fdb9_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,孙女士,20-40K,【北京/上海】后端开发工程师-Java
13,北京 朝阳区 望京,松果出行,1000-9999人,C轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180326/13ad7e079c96fda7a754a23c3cd0cdf238ecaf4b940a531101d0f921647fe274_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,张先生,25-45K·14薪,资深后端开发PHP-GO
14,北京 海淀区 中关村,旷视MEGVII,1000-9999人,C轮,计算机服务,本科,1-3年,"https://img.bosszhipin.com/beijin/upload/avatar/20190731/3e54d049ec6df03ac0c4e31d3678e26419f5b2b56d427a68da6dba043da3a822_s.png?x-oss-process=image/resize,w_40,limit_0",技术总监,杨先生,15-30K·14薪,后端开发工程师
15,北京 朝阳区 团结湖,闪银奇异,1000-9999人,D轮及以上,移动互联网,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190418/848416118c9f5550883885e61ae145a4e206926bfa7f09f2f95034e570aea982_s.jpg?x-oss-process=image/resize,w_40,limit_0",风控系统研发总监,陈先生,15-30K,后端开发工程师
16,北京 朝阳区 望京,磅帝（北京）信息...,20-99人,B轮,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180530/6229c8215e7278329807c6c681f7b4cccfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRVP,李女士,20-40K,Python后端开发工程师
17,北京 朝阳区 望京,北京竞链科技有限公司,20-99人,未融资,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_11.png?x-oss-process=image/resize,w_40,limit_0",HR,王女士,20-40K,中级后端开发工程师
18,北京 西城区 西单,汉光,20-99人,不需要融资,电子商务,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190516/bedada19ae9ae528cf265cf24e710d1720be7354ee68d0f5dc1a47fad1c80a23_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级后台开发工程师,刘女士,30-35K,后端开发高级工程师
19,北京  ,北京乐海互动,100-499人,不需要融资,游戏,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190816/714cf331147dcfba520f54634a392d9cf07918ce0794ddbdca0ed22d5cf80f0b_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,方女士,13-17K,java后端开发工程师
20,北京 海淀区 中关村,灵雀云,100-499人,B轮,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180612/a4e089ebd74444f35dadab685b2b2559446ad38f7c9d99ca52e91605c574b864_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRD,范女士,15-30K,高级后端开发工程师
21,北京 海淀区 上地,芋头教育,20-99人,天使轮,培训机构,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190301/2feb07c84f260db3f203b7b68c094f12cc6e3ee90aee0e6b3d7f93a074c34c4a_s.jpg?x-oss-process=image/resize,w_40,limit_0",创始人,陈先生,25-45K·14薪,高级后端开发工程师
22,北京 朝阳区 望京,云慧财科技,100-499人,A轮,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180329/59eed370089ba1170d5844ea4015e9b0e8b0b433c848b25c4fb0ffac21903738_s.jpg?x-oss-process=image/resize,w_40,limit_0",CEO,丁先生,15-30K,后端开发工程师
23,北京 朝阳区 呼家楼,花一派,20-99人,天使轮,新零售,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",招聘者,程先生,10-20K,后端开发高级工程师
24,北京 海淀区 上地,简单学习网,500-999人,不需要融资,在线教育,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190711/a111831d62379b1879e267e5bfae7a22cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,焦女士,12-24K,中级后端开发工程师
25,北京 东城区 安定门,省钱快报,100-499人,C轮,电子商务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180526/adb647a76428983bb63a9a7615cb87646582d694bed55b8ccb38bd45ff1f7cee_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术部HRBP,韩女士,30-45K,游戏后端开发工程师
26,北京 朝阳区 大望路,凡影科技,20-99人,未融资,数据服务,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180822/f8a4bc34713490ede023f08575246222f11713efc02d97562195c0119bc95026_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,陈先生,15-30K,ruby后端开发
27,北京 海淀区 上地,小米,10000人以上,已上市,互联网,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160413/662249b7b01caf7ff615f4a2146d00748c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,刘女士,20-40K,后端开发工程师
28,北京 西城区 动物园,阿尔山金融科技,20-99人,未融资,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_9.png?x-oss-process=image/resize,w_40,limit_0",人事,王女士,13-15K,后端开发
29,北京 海淀区 五道口,SenseTime,1000-9999人,C轮,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160825/798f5bb13c8c196e818432faaa5e6bef8c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,李女士,20-40K,后端开发工程师
